ID,Name_lang,Description_lang,Map[0],Map[1],JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
630,Lavanthor,"Cyanigosa in her cold cunning has unleashed the core hound's inferno. The magi imprisoned Lavanthor to stanch the two-headed terror's thirst for blood, and years of isolation have done nothing to improve its temper.",0.618852,0.75,283,0,5,7488,168,0,0,-1
631,Zuramat the Obliterator,"It took one hundred of Dalaran's finest to subdue Zuramat; it took twice as many to clear the carnage from the killing field. The Obliterator's malevolence gives pause even to mad Malygos, who considers the void lord's appetite for magic distasteful. But genocide makes strange bedfellows.",0.271858,0.336066,283,0,6,7492,168,0,0,-1
632,Cyanigosa,Malygos chose Cyanigosa to execute his machinations because of her unquestionable loyalty. She did not flinch when her master withdrew into madness; she did not falter when he commandeered Azeroth's ley lines; and she will not fail to eradicate all who defy him.,0.45082,0.551229,283,2020,7,7497,168,0,0,-1
634,Grand Champions,"The Lich King is relentless, his undead armies pouring forth to overwhelm his foes. To prepare would-be champions against him, Highlord Tirion Fordring presents a test of courage, endurance, and teamwork. His hardened veterans will weed out those who lack the stomach to face the ravening throngs of undead.",0.512295,0.526639,284,2022,2,7502,171,0,4,-1
635,Eadric the Pure,"Before heroes can challenge the forces of darkness, they must defeat agents of the Light. Highlord Tirion Fordring has selected a formidable paladin from the Argent Crusade to test combatants' mettle. Eadric will go to great lengths to cull those without the moral conviction to enter Icecrown Citadel.",0.513661,0.52459,284,2022,3,7570,171,0,0,-1
636,Argent Confessor Paletress,"Before heroes can challenge the forces of darkness, they must defeat agents of the Light. Highlord Tirion Fordring has selected a formidable priest from the Argent Crusade to test combatants' mettle. Paletress will do everything in her power to ensure that only those with strong faith will confront the Scourge.",0.512295,0.528688,284,2022,4,7574,171,0,0,-1
637,The Black Knight,"The Lich King is cunning and will use treachery to thwart his enemies. To that end, he has dispatched the Black Knight to eliminate promising candidates from Highlord Tirion Fordring's army. The undead's mere presence defiles the Crusaders' Coliseum, and those who prevail against him will prove their worthiness.",0.513661,0.526639,284,2021,5,7582,171,0,0,-1
638,Prince Keleseth,"The Lich King deployed Keleseth to Utgarde Keep in hopes of harnessing the vrykul's potential for destruction. Upon arriving, the ambassador found a people who were more than eager to assist the Scourge. The keep has proved to be an excellent staging point for terrorizing the Howling Fjord, and Keleseth has no intention of losing it to insolent trespassers.",0.289618,0.627049,285,2026,1,7601,133,0,0,-1
639,Skarvald & Dalronn,"It's a vrykul tradition to make unlikely partners work together. Some say it's to allow divergent abilities to complement each other; others say it's for the amusement of King Ymiron. Regardless, Skarvald and Dalronn are a perfect example of this custom. Between a vrykul's brawn and a human's necromantic arts, they will punish those who meddle with the Scourge.",0.587431,0.620901,285,2024,2,7609,134,0,0,-1
640,Ingvar the Plunderer,"Ingvar's brute strength is legendary even among the vrykul. Rumor has it that he once bested King Ymiron in a brawl. The truth is unknown, but purveyors of that tale usually don't live for a retelling. Ingvar has promised the Lich King that he'll use all measures of brutality to hold the keep, a promise that he dare not break.",0.724043,0.381148,285,2025,3,7619,135,0,0,-1
641,Svala Sorrowgrave,"Svala distinguished herself as Ingvar the Plunderer's lieutenant, leading perilous scouting missions in Horde and Alliance outposts. It was she who discovered the enemy's plans to invade Utgarde, giving the Lich King time to prepare. For her service, he has transformed her into a val'kyr, revered warrior maiden of the Scourge.",0.363388,0.706967,286,2030,1,7660,136,0,0,-1
642,Gortok Palehoof,"The vrykul keep many trophies at Utgarde Keep, and Gortok is among the most impressive. King Ymiron displays the frozen magnataur's cruel countenance as a reminder that even the most savage beasts are mere decorations for vrykul halls. This living statue will sow destruction if liberated, unleashing his wrath indiscriminately.",0.606558,0.688525,286,2027,2,7669,137,0,0,-1
643,Skadi the Ruthless,"The vrykul assign nicknames based on accomplishments. Cleansing a Drakkari bloodline or decapitating taunka might garner the appellation of ""dutiful,"" but it takes a true act of depravity to be called ""ruthless."" Skadi earned his title long ago for relentlessly hunting down vrykul who sheltered the malformed infants, predecessors of humanity, condemned by Ymiron.",0.684426,0.362705,286,2029,3,7691,137,0,0,-1
644,King Ymiron,"Proud Ymiron ruled the northern wastes until the vrykul's long slumber relegated him to insignificance. He regained consciousness to find that his wife had been murdered, his lands besieged by enemies. He has cast off his mortality and demands vengeance, eager to show the terrible resolve of an awakened giant.",0.415301,0.534836,286,2028,4,7708,137,0,0,-1
649,Raigonn,"This colossal mantid spearheads the assault against the gates. Acting as a living battering ram, Raigonn mercilessly hammers the pandaren defenses, seeking to decimate any and all obstacles barring the mantid's ruthless invasion of Pandaria.",0.441137,0.606901,303,1419,4,5034,437,0,0,-1
654,Armsmaster Harlan,"The weapons of the Scarlet Crusade are many, and new initiates must be indoctrinated in the use of blade, hammer, arrow, and shield--effective tools against the undead. Armsmaster Harlan has dedicated his life to the art of wielding these indelicate instruments, and he is pleased to provide a demonstration for the Crusade's blasphemous enemies.",0.618823,0.447748,311,1421,2,6575,432,0,0,-1
655,Saboteur Kip'tilak,"The mantid are no strangers to warfare, using technology to turn the tide of battle. The pandaren stand little chance against munitions experts such as Kip'tilak, who strike deep behind enemy lines and threaten to destroy the already weakening fortifications from within.",0.461435,0.878891,303,1397,1,5390,437,0,0,-1
656,Flameweaver Koegler,"Flameweaver Koegler trains the Scarlet Crusade's more magically minded adepts in the subtle applications of the arcane. Fire is his specialty, and he has used his skills to burn the order's historical tomes, erasing the Crusade's past failures. Apart from books, Koegler's flames have rendered many--undead, students, and trespassers alike--into piles of smoking ash.",0.393775,0.156292,311,1420,2,5395,432,0,0,-1
657,Master Snowdrift,"Master Snowdrift recognizes that the battles between the Horde and the Alliance have contributed to the monastery's dire state. Heroes seeking this wary pandaren's loyalty must first best his students. Only those who prevail can face Snowdrift himself, a paragon of martial arts who has dedicated his life to attaining perfection of body and mind.",0.295275,0.730071,312,1304,2,5435,443,0,0,-1
658,Liu Flameheart,"Since she was a cub, the priestess Liu Flameheart has studied the cycle of rebirth for the Jade Serpent, Yu'lon. When the Sha of Doubt attacked, Liu was the first to resist, but she was also the first to succumb to corruption. Now she is consumed with uncertainty, fearing she may not have the strength to ensure Yu'lon's rebirth.",0.480379,0.5318,313,1416,3,5501,429,0,0,-1
659,Instructor Chillheart,"Course: Introduction to the Dark Arts

Instructor Chillheart journeyed from Northrend to teach aspiring necromancers discipline, harshly punishing those who disappoint her. She commands the icy chill of the north and masterfully uses Scholomance's libraries to deadly effect.",0.652879,0.604144,246,1426,1,5524,476,0,0,-1
660,Houndmaster Braun,"The quickest and surest way to detect the undead is by the scent of rot they carry, and even the most veteran soldier cannot match the olfactory sense of a hound. Houndmaster Braun has bred and trained a savage pack of canines to aid the crusaders in hunting down their foes--living and undead.",0.548038,0.288227,311,1422,1,5606,431,0,0,-1
663,Jandice Barov,"Course: Advanced Illusions

Barov's spirit lurked in the recesses of Scholomance for years, but now she has taken a more active role in educating the next generation of magi. Her vast knowledge of illusions has made her both a valued educator and a dangerous opponent to anyone foolish enough to draw her ire.",0.599743,0.1831,246,1427,2,5532,477,0,2,3
664,Lorewalker Stonestep,"The Sha of Doubt's minions gleefully invaded the Temple of the Jade Serpent's library, creating twisted, destructive versions of heroes and other characters of pandaren lore. Despite his best efforts, Lorewalker Stonestep has been unable to restore these manifestations of the past to their uncorrupted forms.",0.261164,0.751015,313,1417,2,5536,429,0,2,3
665,Rattlegore,"Course: Reanimation 101

Rattlegore was thought to have been destroyed in Andorhal, but Gandling immediately began preparations to reanimate the clattering terror so he could guard against intruders. The Darkmaster sought to make Rattlegore more ferocious than ever, imbuing him with an insatiable desire to harvest raw materials from his enemies.",0.484438,0.26184,246,1428,3,5552,477,0,2,3
666,Lilian Voss,"Course: Reeducation

The undead Lilian Voss strangled her father--a high priest of the Scarlet Crusade--for treachery, and then started a rampage that eventually led her into the shadowy corridors of Scholomance. Rather than destroy the intruder, Darkmaster Gandling graciously decided to show Voss how to embrace her grim fate. The anger and runeblades she had once directed at the school are now turned toward Gandling's enemies.",0.518268,0.470907,246,1429,4,5558,477,0,2,3
668,Ook-Ook,"Even for a hozen, Ook-Ook has a reputation for being uncouth and raucous. The monstrous creature and his cronies recently broke into the Stormstout Brewery and cracked open its precious beer casks to throw the greatest party of all time: Ookapalooza!",0.55751,0.491204,302,1412,1,5586,440,0,2,3
669,Hoptallus,Hoptallus is the bane of farmers throughout the Valley of the Four Winds - a virmen of mythic proportions that can consume entire fields of crops in a single night. Word has spread that the giant pest and his offspring have infested the brewery and begun devouring its stores of rice and barley.,0.38295,0.456698,302,1413,2,5590,441,0,2,3
